web-scraper-order,web-scraper-start-url,Día,Hora,Condiciones meteorológicas,Temperatura,Viento,Humedad,Presión,pagination
"1679937215-1316","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 27 Diciembre 2019","15:00","Despejado","24°","6 km/h","34%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html"
"1679937215-1317","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 27 Diciembre 2019","15:30","Despejado","24°","4 km/h","36%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html"
"1679937215-1318","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 27 Diciembre 2019","16:00","Despejado","24°","6 km/h","34%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html"
"1679937215-1319","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 27 Diciembre 2019","16:30","Despejado","24°","6 km/h","31%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html"
"1679937215-1320","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 27 Diciembre 2019","17:00","Despejado","24°","4 km/h","27%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html"
"1679937215-1321","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 27 Diciembre 2019","17:30","Despejado","24°","2 km/h","27%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html"
"1679937215-1322","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 27 Diciembre 2019","18:00","Despejado","24°","En calma","27%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html"
"1679937215-1323","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 27 Diciembre 2019","18:30","Despejado","22°","9 km/h","46%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html"
"1679937215-1324","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 27 Diciembre 2019","19:00","Despejado","21°","7 km/h","49%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html"
"1679937215-1325","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 27 Diciembre 2019","19:30","Despejado","20°","13 km/h","37%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html"
"1679937215-1326","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 27 Diciembre 2019","20:00","Despejado","20°","11 km/h","35%","1020 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html"
"1679937215-1327","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 27 Diciembre 2019","20:30","Despejado","21°","13 km/h","28%","1020 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html"
"1679937215-1328","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 27 Diciembre 2019","21:00","Despejado","21°","13 km/h","33%","1020 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html"
"1679937215-1329","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 27 Diciembre 2019","21:30","Despejado","21°","11 km/h","33%","1020 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html"
"1679937215-1330","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 27 Diciembre 2019","22:00","Despejado","21°","13 km/h","30%","1021 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html"
"1679937215-1331","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 27 Diciembre 2019","22:30","Despejado","21°","13 km/h","30%","1021 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html"
"1679937215-1332","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 27 Diciembre 2019","23:00","Despejado","22°","9 km/h","29%","1021 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html"
"1679937215-1333","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 27 Diciembre 2019","23:30","Despejado","21°","9 km/h","26%","1021 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html"
"1679937218-1334","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","00:00","Despejado","20°","11 km/h","28%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1335","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1336","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","00:30","Despejado","21°","11 km/h","28%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1337","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","01:00","Despejado","21°","9 km/h","26%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1338","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","01:30","Despejado","21°","9 km/h","26%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1339","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","02:00","Despejado","21°","11 km/h","25%","1019 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1340","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","02:30","Despejado","20°","7 km/h","28%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1341","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","03:00","Despejado","20°","7 km/h","28%","1019 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1342","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","03:30","Despejado","19°","9 km/h","43%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1343","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","04:00","Despejado","18°","9 km/h","37%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1344","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","04:30","Despejado","21°","9 km/h","26%","1019 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1345","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","05:00","Despejado","21°","7 km/h","28%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1346","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","05:30","Despejado","21°","9 km/h","28%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1347","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","06:00","Despejado","19°","6 km/h","32%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1348","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","06:30","Despejado","20°","9 km/h","43%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1349","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","07:00","Despejado","20°","9 km/h","43%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1350","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","07:30","Despejado","20°","7 km/h","43%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1351","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","08:00","Despejado","18°","9 km/h","45%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1352","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","08:30","Despejado","19°","7 km/h","46%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1353","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","09:00","Despejado","21°","4 km/h","46%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1354","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","09:30","Despejado","22°","4 km/h","43%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1355","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","10:00","Despejado","22°","2 km/h","46%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1356","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","10:30","Despejado","23°","6 km/h","44%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1357","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","11:00","Despejado","23°","6 km/h","44%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1358","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","11:30","Despejado","23°","6 km/h","44%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1359","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","12:00","Despejado","23°","6 km/h","44%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1360","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","12:30","Despejado","23°","6 km/h","44%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1361","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","13:00","Despejado","23°","7 km/h","44%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1362","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","13:30","Despejado","23°","9 km/h","44%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1363","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","14:00","Despejado","23°","9 km/h","44%","1019 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1364","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","14:30","Despejado","22°","7 km/h","43%","1019 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1365","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","15:00","Despejado","22°","11 km/h","53%","1019 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1366","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","15:30","Despejado","22°","9 km/h","53%","1019 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1367","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","16:00","Despejado","22°","7 km/h","53%","1019 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1368","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","16:30","Despejado","21°","7 km/h","56%","1019 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1369","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","17:00","Despejado","21°","6 km/h","56%","1019 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1370","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","17:30","Despejado","21°","7 km/h","60%","1019 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1371","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","18:00","Despejado","20°","6 km/h","64%","1019 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1372","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","18:30","Despejado","20°","4 km/h","60%","1019 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1373","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","19:00","Despejado","20°","6 km/h","60%","1019 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1374","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","19:30","Despejado","19°","9 km/h","64%","1019 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1375","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","20:00","Despejado","20°","7 km/h","43%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1376","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","20:30","Despejado","20°","7 km/h","30%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1377","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","21:00","Despejado","20°","7 km/h","26%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1378","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","21:30","Despejado","21°","6 km/h","23%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1379","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","22:00","Despejado","20°","4 km/h","24%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1380","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","22:30","Despejado","18°","4 km/h","30%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1381","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","23:00","Despejado","20°","4 km/h","24%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937218-1382","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","23:30","Despejado","19°","9 km/h","26%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1679937221-1383","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","00:00","Despejado","20°","11 km/h","24%","1021 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1384","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1385","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","00:30","Despejado","21°","6 km/h","23%","1021 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1386","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","01:00","Despejado","20°","7 km/h","24%","1021 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1387","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","01:30","Despejado","21°","7 km/h","23%","1020 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1388","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","02:00","Despejado","21°","9 km/h","23%","1020 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1389","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","02:30","Despejado","21°","9 km/h","25%","1020 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1390","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","03:00","Despejado","20°","7 km/h","30%","1021 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1391","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","03:30","Despejado","19°","11 km/h","32%","1020 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1392","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","04:00","Despejado","19°","6 km/h","43%","1021 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1393","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","04:30","Despejado","18°","7 km/h","49%","1021 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1394","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","05:00","Despejado","18°","9 km/h","45%","1021 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1395","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","05:30","Despejado","18°","7 km/h","45%","1020 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1396","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","06:00","Despejado","17°","6 km/h","48%","1020 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1397","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","06:30","Despejado","18°","7 km/h","49%","1020 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1398","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","07:00","Despejado","18°","6 km/h","52%","1020 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1399","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","07:30","Despejado","17°","4 km/h","48%","1020 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1400","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","08:00","Despejado","17°","4 km/h","52%","1021 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1401","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","08:30","Despejado","18°","4 > 30 km/h","45%","1021 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1402","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","09:00","Despejado","19°","En calma","46%","1021 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1403","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","09:30","Despejado","21°","2 km/h","49%","1022 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1404","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","10:00","Despejado","22°","4 km/h","50%","1022 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1405","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","10:30","Despejado","22°","4 km/h","50%","1022 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1406","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","11:00","Despejado","22°","2 km/h","50%","1023 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1407","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","11:30","Despejado","22°","6 km/h","53%","1022 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1408","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","12:00","Despejado","22°","6 km/h","46%","1022 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1409","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","12:30","Despejado","22°","7 km/h","53%","1022 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1410","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","13:00","Despejado","22°","7 km/h","53%","1021 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1411","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","13:30","Despejado","22°","7 km/h","46%","1021 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1412","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","14:00","Despejado","22°","11 km/h","57%","1020 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1413","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","14:30","Despejado","22°","7 km/h","57%","1020 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1414","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","15:00","Despejado","21°","7 km/h","56%","1020 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1415","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","15:30","Despejado","21°","9 km/h","56%","1020 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1416","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","16:00","Despejado","21°","9 km/h","56%","1020 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1417","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","16:30","Despejado","21°","9 km/h","60%","1020 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1418","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","17:00","Despejado","21°","7 km/h","60%","1020 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1419","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","17:30","Despejado","20°","6 km/h","64%","1020 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1420","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","18:00","Despejado","20°","7 km/h","64%","1020 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1421","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","18:30","Despejado","20°","7 km/h","64%","1021 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1422","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","19:00","Despejado","19°","4 km/h","64%","1021 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1423","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","19:30","Despejado","19°","7 km/h","64%","1021 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1424","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","20:00","Despejado","19°","11 km/h","64%","1022 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1425","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","20:30","Despejado","19°","6 km/h","49%","1022 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1426","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","21:00","Despejado","19°","9 km/h","37%","1022 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1427","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","21:30","Despejado","19°","11 km/h","37%","1023 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1428","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","22:00","Despejado","19°","9 km/h","26%","1023 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1429","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","22:30","Despejado","20°","7 km/h","26%","1023 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1430","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","23:00","Despejado","20°","6 km/h","26%","1023 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937221-1431","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","23:30","Despejado","21°","6 km/h","25%","1023 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1679937224-1432","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","00:00","Despejado","21°","7 km/h","23%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1433","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1434","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","00:30","Despejado","21°","7 km/h","21%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1435","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","01:00","Despejado","21°","6 km/h","21%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
