web-scraper-order,web-scraper-start-url,Día,Hora,Condiciones meteorológicas,Temperatura,Viento,Humedad,Presión,pagination
"1679937224-1436","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","01:30","Despejado","22°","7 km/h","25%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1437","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","02:00","Despejado","20°","6 km/h","28%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1438","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","02:30","Despejado","20°","9 km/h","30%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1439","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","03:00","Despejado","19°","9 km/h","32%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1440","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","03:30","Despejado","19°","7 km/h","40%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1441","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","04:00","Despejado","19°","7 km/h","40%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1442","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","04:30","Despejado","19°","6 km/h","37%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1443","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","05:00","Despejado","18°","9 km/h","39%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1444","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","05:30","Despejado","18°","7 km/h","39%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1445","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","06:00","Despejado","17°","7 km/h","45%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1446","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","06:30","Despejado","18°","7 km/h","45%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1447","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","07:00","Despejado","17°","6 km/h","48%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1448","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","07:30","Despejado","17°","9 km/h","48%","1024 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1449","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","08:00","Despejado","18°","7 km/h","56%","1024 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1450","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","08:30","Despejado","18°","7 km/h","56%","1024 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1451","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","09:00","Despejado","20°","9 km/h","49%","1025 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1452","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","09:30","Despejado","21°","2 km/h","49%","1025 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1453","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","10:00","Despejado","22°","4 km/h","43%","1025 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1454","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","10:30","Despejado","23°","6 km/h","41%","1026 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1455","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","11:00","Despejado","23°","6 km/h","41%","1026 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1456","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","11:30","Despejado","23°","6 km/h","41%","1026 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1457","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","12:00","Despejado","22°","6 km/h","43%","1026 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1458","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","12:30","Despejado","23°","6 km/h","41%","1025 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1459","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","13:00","Despejado","23°","6 km/h","36%","1025 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1460","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","13:30","Despejado","23°","6 km/h","36%","1024 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1461","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","14:00","Despejado","24°","6 km/h","34%","1024 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1462","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","14:30","Despejado","23°","9 km/h","31%","1024 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1463","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","15:00","Despejado","23°","7 km/h","33%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1464","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","15:30","Despejado","23°","9 km/h","36%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1465","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","16:00","Despejado","23°","9 km/h","36%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1466","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","16:30","Despejado","23°","11 km/h","38%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1467","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","17:00","Despejado","22°","9 km/h","41%","1024 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1468","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","17:30","Despejado","22°","11 km/h","41%","1024 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1469","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","18:00","Despejado","21°","13 km/h","49%","1024 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1470","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","18:30","Despejado","21°","11 km/h","40%","1024 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1471","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","19:00","Despejado","20°","11 km/h","35%","1024 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1472","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","19:30","Despejado","20°","11 km/h","32%","1024 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1473","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","20:00","Despejado","19°","11 km/h","26%","1024 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1474","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","20:30","Despejado","20°","13 km/h","26%","1024 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1475","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","21:00","Despejado","19°","19 km/h","32%","1025 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1476","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","21:30","Despejado","19°","20 km/h","43%","1025 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1477","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","22:00","Despejado","19°","22 km/h","64%","1025 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1478","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","22:30","Despejado","19°","20 km/h","68%","1025 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1479","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","23:00","Despejado","19°","24 km/h","64%","1025 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937224-1480","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 30 Diciembre 2019","23:30","Despejado","18°","22 km/h","59%","1025 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html"
"1679937227-1481","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 31 Diciembre 2019","00:00","Despejado","18°","20 km/h","56%","1025 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html"
"1679937227-1482","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 31 Diciembre 2019","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html"
"1679937227-1483","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 31 Diciembre 2019","00:30","Despejado","17°","17 km/h","36%","1025 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html"
"1679937227-1484","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 31 Diciembre 2019","01:00","Despejado","17°","17 km/h","32%","1025 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html"
"1679937227-1485","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 31 Diciembre 2019","01:30","Despejado","18°","20 km/h","37%","1025 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html"
"1679937227-1486","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 31 Diciembre 2019","02:00","Despejado","18°","17 km/h","42%","1025 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html"
"1679937227-1487","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 31 Diciembre 2019","02:30","Despejado","18°","24 km/h","56%","1024 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html"
"1679937227-1488","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 31 Diciembre 2019","03:00","Despejado","18°","20 km/h","68%","1024 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html"
"1679937227-1489","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 31 Diciembre 2019","03:30","Despejado","17°","20 km/h","82%","1025 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html"
"1679937227-1490","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 31 Diciembre 2019","04:00","Nubes dispersas","16°","19 km/h","82%","1025 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html"
"1679937227-1491","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 31 Diciembre 2019","04:30","Nubes dispersas","17°","19 km/h","77%","1024 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html"
"1679937227-1492","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 31 Diciembre 2019","05:00","Nubes dispersas","17°","17 km/h","82%","1024 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html"
"1679937227-1493","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 31 Diciembre 2019","05:30","Nubes dispersas","16°","15 km/h","88%","1024 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html"
"1679937227-1494","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 31 Diciembre 2019","06:00","Nubes dispersas","16°","13 km/h","88%","1024 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html"
"1679937227-1495","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 31 Diciembre 2019","06:30","Nubes dispersas","16°","11 km/h","88%","1025 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html"
"1679937227-1496","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 31 Diciembre 2019","07:00","Nubes dispersas","16°","11 km/h","82%","1025 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html"
"1679937227-1497","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 31 Diciembre 2019","07:30","Nubes dispersas","16°","11 km/h","82%","1025 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html"
"1679937227-1498","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 31 Diciembre 2019","08:00","Nubes dispersas","15°","11 km/h","88%","1025 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html"
"1679937227-1499","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 31 Diciembre 2019","08:30","Parcialmente cubierto","16°","9 km/h","82%","1025 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html"
"1679937227-1500","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 31 Diciembre 2019","09:00","Nubes dispersas","17°","7 km/h","82%","1026 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html"
"1679937227-1501","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 31 Diciembre 2019","09:30","Nubes dispersas","18°","4 km/h","77%","1026 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html"
"1679937227-1502","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 31 Diciembre 2019","10:00","Nubes dispersas","19°","7 km/h","73%","1027 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html"
"1679937227-1503","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 31 Diciembre 2019","10:30","Nubes dispersas","19°","7 km/h","78%","1027 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html"
"1679937227-1504","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 31 Diciembre 2019","11:00","Parcialmente cubierto","20°","4 km/h","73%","1027 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html"
"1679937227-1505","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 31 Diciembre 2019","11:30","Parcialmente cubierto","19°","7 km/h","78%","1027 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html"
"1679937227-1506","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 31 Diciembre 2019","12:00","Nubes dispersas","20°","9 km/h","68%","1026 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html"
"1679937227-1507","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 31 Diciembre 2019","12:30","Nubes dispersas","20°","9 km/h","68%","1026 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html"
"1679937227-1508","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 31 Diciembre 2019","13:00","Nubes dispersas","20°","9 km/h","64%","1025 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html"
"1679937227-1509","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 31 Diciembre 2019","13:30","Despejado","21°","11 km/h","56%","1025 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html"
"1679937227-1510","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 31 Diciembre 2019","14:00","Despejado","21°","11 km/h","53%","1024 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html"
"1679937227-1511","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 31 Diciembre 2019","14:30","Despejado","21°","13 km/h","46%","1024 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html"
"1679937227-1512","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 31 Diciembre 2019","15:00","Despejado","21°","11 km/h","46%","1024 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html"
