web-scraper-order,web-scraper-start-url,fecha,Hora,Condiciones meteorológicas,Tem,Viento,Hum,Presión,pagination
"1680688139-700","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","02:30","Parcialmente cubierto","20°","13 km/h","73%","1017 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688139-701","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","03:00","Mayormente cubierto","20°","7 km/h","68%","1017 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688139-702","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","03:30","Mayormente cubierto","20°","17 km/h","68%","1017 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688139-703","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","04:00","Mayormente cubierto","19°","15 km/h","73%","1017 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688139-704","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","04:30","Nubes dispersas","20°","17 km/h","64%","1017 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688139-705","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","05:00","Nubes dispersas","19°","17 km/h","68%","1016 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688139-706","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","05:30","Nubes dispersas","19°","9 km/h","68%","1016 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688139-707","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","06:00","Nubes dispersas","19°","9 km/h","68%","1017 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688139-708","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","06:30","Nubes dispersas","19°","11 km/h","68%","1017 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688139-709","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","07:00","Nubes dispersas","19°","11 km/h","68%","1017 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688139-710","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","07:30","Nubes dispersas","19°","11 km/h","68%","1017 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688139-711","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","08:00","Nubes dispersas","20°","13 km/h","64%","1017 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688139-712","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","08:30","Nubes dispersas","19°","9 km/h","64%","1018 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688139-713","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","09:00","Parcialmente cubierto","20°","11 km/h","60%","1018 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688139-714","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","09:30","Parcialmente cubierto","21°","13 km/h","60%","1018 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688139-715","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","10:00","Mayormente cubierto","22°","9 km/h","57%","1019 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688139-716","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","10:30","Parcialmente cubierto","22°","7 km/h","57%","1019 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688139-717","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","11:00","Mayormente cubierto","23°","9 km/h","53%","1019 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688139-718","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","11:30","Mayormente cubierto","23°","7 km/h","53%","1019 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688139-719","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","12:00","Mayormente cubierto","23°","11 km/h","57%","1019 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688139-720","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","12:30","Mayormente cubierto","24°","17 km/h","54%","1018 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688139-721","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","13:00","Mayormente cubierto","23°","17 km/h","57%","1018 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688139-722","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","13:30","Mayormente cubierto","23°","19 km/h","57%","1017 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688139-723","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","14:00","Mayormente cubierto","23°","20 km/h","57%","1017 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688139-724","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","14:30","Mayormente cubierto","23°","13 km/h","53%","1017 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688139-725","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","15:00","Mayormente cubierto","23°","19 km/h","57%","1016 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688139-726","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","15:30","Mayormente cubierto","23°","20 km/h","57%","1016 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688139-727","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","16:00","Mayormente cubierto","23°","19 km/h","57%","1016 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688139-728","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","16:30","Mayormente cubierto","22°","17 km/h","60%","1016 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688139-729","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","17:00","Mayormente cubierto","22°","17 km/h","57%","1016 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688139-730","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","17:30","Mayormente cubierto","22°","17 km/h","57%","1017 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688139-731","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","18:00","Mayormente cubierto","22°","17 km/h","57%","1017 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688139-732","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","18:30","Mayormente cubierto","21°","17 km/h","64%","1017 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688139-733","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","19:00","Mayormente cubierto","21°","17 km/h","64%","1018 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688139-734","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","19:30","Mayormente cubierto","21°","17 km/h","64%","1018 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688139-735","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","20:00","Mayormente cubierto","20°","13 km/h","73%","1018 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688139-736","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","20:30","Mayormente cubierto","21°","17 km/h","64%","1018 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688139-737","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","21:00","Mayormente cubierto","20°","19 km/h","73%","1018 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688139-738","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","21:30","Parcialmente cubierto","19°","20 km/h","73%","1019 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688139-739","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","22:00","Mayormente cubierto","19°","24 km/h","78%","1019 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688139-740","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","22:30","Mayormente cubierto","19°","24 km/h","78%","1019 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688139-741","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","23:00","Mayormente cubierto","19°","20 km/h","78%","1018 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688139-742","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 15 Diciembre 2022","23:30","Cielo cubierto","18°","28 km/h","83%","1018 hPa","https://www.tutiempo.net/registros/gclp/15-diciembre-2022.html"
"1680688142-743","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","00:00","Cielo cubierto","18°","17 km/h","83%","1018 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-744","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-745","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","00:30","Cielo cubierto","19°","15 km/h","78%","1018 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-746","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","01:00","Mayormente cubierto","19°","17 km/h","78%","1018 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-747","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","01:30","Mayormente cubierto","18°","19 km/h","83%","1017 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-748","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","02:00","Mayormente cubierto","18°","20 km/h","77%","1017 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-749","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","02:30","Mayormente cubierto","19°","17 km/h","68%","1017 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-750","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","03:00","Mayormente cubierto","19°","19 km/h","68%","1017 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-751","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","03:30","Mayormente cubierto","20°","7 km/h","64%","1017 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-752","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","04:00","Mayormente cubierto","19°","15 km/h","73%","1017 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-753","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","04:30","Mayormente cubierto","19°","13 km/h","73%","1017 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-754","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","05:00","Mayormente cubierto","18°","17 km/h","83%","1017 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-755","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","05:30","Cielo cubierto","18°","28 km/h","83%","1017 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-756","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","06:00","Mayormente cubierto","18°","26 km/h","83%","1016 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-757","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","06:30","Mayormente cubierto","18°","13 km/h","83%","1017 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-758","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","07:00","Mayormente cubierto","18°","15 km/h","83%","1017 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-759","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","07:30","Mayormente cubierto","19°","20 km/h","73%","1017 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-760","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","08:00","Mayormente cubierto","19°","15 km/h","73%","1017 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-761","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","08:30","Parcialmente cubierto","19°","9 km/h","68%","1017 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-762","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","09:00","Parcialmente cubierto","20°","9 km/h","64%","1017 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-763","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","09:30","Nubes dispersas","21°","15 km/h","64%","1018 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-764","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","10:00","Parcialmente cubierto","22°","20 km/h","60%","1018 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-765","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","10:30","Parcialmente cubierto","22°","20 km/h","57%","1018 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-766","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","11:00","Parcialmente cubierto","22°","22 km/h","60%","1018 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-767","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","11:30","Parcialmente cubierto","22°","24 km/h","60%","1018 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-768","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","12:00","Parcialmente cubierto","23°","24 km/h","61%","1018 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-769","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","12:30","Parcialmente cubierto","22°","28 km/h","60%","1017 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-770","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","13:00","Parcialmente cubierto","23°","28 > 61 km/h","57%","1017 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-771","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","13:30","Parcialmente cubierto","23°","32 km/h","57%","1016 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-772","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","14:00","Parcialmente cubierto","23°","32 km/h","57%","1016 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-773","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","14:30","Parcialmente cubierto","23°","32 km/h","57%","1016 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-774","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","15:00","Parcialmente cubierto","23°","28 km/h","57%","1016 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-775","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","15:30","Mayormente cubierto","22°","28 km/h","60%","1016 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-776","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","16:00","Mayormente cubierto","22°","26 km/h","57%","1017 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-777","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","16:30","Mayormente cubierto","22°","24 km/h","60%","1017 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-778","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","17:00","Mayormente cubierto","21°","24 km/h","64%","1017 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-779","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","17:30","Mayormente cubierto","21°","17 km/h","64%","1017 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-780","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","18:00","Parcialmente cubierto","21°","19 km/h","64%","1017 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-781","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","18:30","Parcialmente cubierto","20°","9 km/h","68%","1018 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-782","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","19:00","Nubes dispersas","20°","7 km/h","64%","1018 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-783","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","19:30","Nubes dispersas","19°","13 km/h","68%","1018 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-784","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","20:00","Nubes dispersas","20°","13 km/h","64%","1018 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-785","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","20:30","Nubes dispersas","19°","15 km/h","73%","1018 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-786","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","21:00","Parcialmente cubierto","19°","13 km/h","73%","1019 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-787","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","21:30","Parcialmente cubierto","19°","11 km/h","68%","1019 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-788","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","22:00","Parcialmente cubierto","19°","13 km/h","68%","1019 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-789","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","22:30","Parcialmente cubierto","19°","15 km/h","73%","1019 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-790","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","23:00","Parcialmente cubierto","19°","15 km/h","73%","1019 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688142-791","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 16 Diciembre 2022","23:30","Parcialmente cubierto","19°","13 km/h","73%","1019 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2022.html"
"1680688145-792","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","00:00","Parcialmente cubierto","19°","11 km/h","73%","1019 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-793","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-794","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","00:30","Mayormente cubierto","19°","11 km/h","73%","1019 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-795","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","01:00","Mayormente cubierto","19°","13 km/h","78%","1019 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-796","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","01:30","Mayormente cubierto","19°","11 km/h","73%","1019 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-797","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","02:00","Mayormente cubierto","19°","11 km/h","73%","1019 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-798","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","02:30","Mayormente cubierto","19°","9 km/h","68%","1019 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-799","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","03:00","Parcialmente cubierto","18°","11 km/h","73%","1018 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-800","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","03:30","Parcialmente cubierto","18°","9 km/h","73%","1018 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-801","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","04:00","Mayormente cubierto","19°","11 km/h","68%","1018 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-802","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","04:30","Mayormente cubierto","19°","9 km/h","68%","1018 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-803","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","05:00","Mayormente cubierto","19°","9 km/h","73%","1018 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-804","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","05:30","Mayormente cubierto","19°","9 km/h","73%","1018 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-805","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","06:00","Mayormente cubierto","19°","9 km/h","73%","1018 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-806","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","06:30","Mayormente cubierto","19°","11 km/h","73%","1018 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-807","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","07:00","Mayormente cubierto","19°","9 km/h","73%","1019 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-808","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","07:30","Mayormente cubierto","19°","11 km/h","68%","1019 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-809","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","08:00","Mayormente cubierto","19°","11 km/h","64%","1019 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-810","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","08:30","Mayormente cubierto","20°","11 km/h","64%","1019 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-811","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","09:00","Mayormente cubierto","20°","13 km/h","64%","1019 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-812","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","09:30","Mayormente cubierto","20°","13 km/h","64%","1020 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-813","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","10:00","Mayormente cubierto","21°","13 km/h","60%","1020 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-814","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","10:30","Mayormente cubierto","21°","13 km/h","60%","1020 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-815","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","11:00","Mayormente cubierto","21°","15 km/h","60%","1020 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
