web-scraper-order,web-scraper-start-url,fecha,Hora,Condiciones meteorológicas,Tem,Viento,Hum,Presión,pagination
"1680688176-1301","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","09:00","Despejado","21°","41 km/h","56%","1017 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1302","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","09:30","Despejado","22°","37 km/h","50%","1018 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1303","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","10:00","Despejado","21°","30 km/h","53%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1304","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","10:30","Nubes dispersas","21°","30 km/h","56%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1305","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","11:00","Nubes dispersas","21°","26 km/h","56%","1020 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1306","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","11:30","Nubes dispersas","21°","22 km/h","53%","1020 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1307","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","12:00","Parcialmente cubierto","21°","19 km/h","53%","1020 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1308","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","12:30","Parcialmente cubierto","21°","15 km/h","53%","1020 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1309","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","13:00","Mayormente cubierto","21°","15 km/h","49%","1020 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1310","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","13:30","Parcialmente cubierto","22°","19 km/h","53%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1311","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","13:53","Neblina","22°","17 km/h","46%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1312","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","14:00","Neblina","22°","19 km/h","46%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1313","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","14:30","Neblina","22°","13 km/h","50%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1314","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","15:00","Neblina","22°","6 km/h","50%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1315","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","15:30","Neblina","22°","7 km/h","53%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1316","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","16:00","Neblina","22°","9 km/h","57%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1317","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","16:30","Neblina","22°","20 km/h","57%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1318","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","17:00","Neblina","22°","20 km/h","60%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1319","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","17:30","Neblina","22°","26 km/h","60%","1020 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1320","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","18:00","Lluvia ligera","20°","35 > 54 km/h","60%","1021 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1321","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","18:30","Neblina","21°","28 > 48 km/h","53%","1021 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1322","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","18:43","Parcialmente cubierto","22°","35 > 54 km/h","43%","1021 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1323","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","19:00","Lluvia ligera","21°","17 > 39 km/h","40%","1021 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1324","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","19:30","Nubes dispersas","22°","30 > 52 km/h","43%","1021 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1325","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","20:00","Nubes dispersas","22°","17 km/h","38%","1021 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1326","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","20:30","Despejado","22°","28 km/h","46%","1022 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1327","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","21:00","Despejado","22°","24 km/h","50%","1022 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1328","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","21:30","Despejado","21°","19 km/h","53%","1022 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1329","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","22:00","Despejado","22°","13 km/h","50%","1022 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1330","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","22:30","Despejado","22°","13 km/h","57%","1022 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1331","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","23:00","Despejado","22°","11 km/h","53%","1022 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1332","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","23:30","Despejado","21°","11 km/h","64%","1022 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688181-1333","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","00:00","Despejado","20°","9 km/h","64%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1334","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1335","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","00:30","Despejado","20°","11 km/h","68%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1336","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","01:00","Despejado","20°","15 km/h","64%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1337","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","01:30","Despejado","21°","19 km/h","56%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1338","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","02:00","Despejado","21°","20 km/h","60%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1339","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","02:30","Despejado","21°","20 km/h","64%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1340","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","03:00","Despejado","20°","20 km/h","68%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1341","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","03:30","Despejado","20°","19 km/h","68%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1342","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","04:00","Despejado","20°","19 km/h","68%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1343","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","04:30","Despejado","20°","19 km/h","68%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1344","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","05:00","Despejado","21°","17 km/h","60%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1345","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","05:30","Despejado","21°","19 km/h","56%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1346","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","06:00","Despejado","21°","17 km/h","60%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1347","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","06:30","Despejado","20°","13 km/h","64%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1348","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","07:00","Despejado","21°","13 km/h","64%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1349","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","07:30","Despejado","21°","19 km/h","60%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1350","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","08:00","Despejado","21°","17 km/h","60%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1351","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","08:30","Despejado","21°","13 km/h","60%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1352","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","09:00","Despejado","21°","13 km/h","60%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1353","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","09:30","Despejado","22°","13 km/h","57%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1354","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","10:00","Despejado","22°","15 km/h","57%","1023 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1355","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","10:30","Despejado","22°","19 km/h","57%","1023 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1356","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","11:00","Nubes dispersas","22°","24 km/h","64%","1023 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1357","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","11:30","Nubes dispersas","22°","22 km/h","64%","1023 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1358","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","12:00","Nubes dispersas","23°","22 km/h","61%","1023 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1359","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","12:30","Nubes dispersas","23°","22 km/h","61%","1023 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1360","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","13:00","Despejado","24°","26 km/h","54%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1361","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","13:30","Nubes dispersas","23°","20 km/h","61%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1362","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","14:00","Nubes dispersas","23°","24 km/h","61%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1363","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","14:30","Nubes dispersas","23°","20 km/h","69%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1364","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","15:00","Nubes dispersas","23°","20 km/h","65%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1365","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","15:30","Nubes dispersas","23°","20 km/h","65%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1366","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","16:00","Nubes dispersas","23°","22 km/h","57%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1367","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","16:30","Despejado","23°","24 km/h","57%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1368","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","17:00","Despejado","23°","22 km/h","53%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1369","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","17:30","Despejado","23°","19 km/h","50%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1370","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","18:00","Despejado","23°","19 km/h","50%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1371","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","18:30","Despejado","23°","24 km/h","44%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1372","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","19:00","Despejado","22°","17 km/h","50%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1373","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","19:30","Despejado","22°","20 km/h","50%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1374","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","20:00","Despejado","21°","20 km/h","53%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1375","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","20:30","Despejado","22°","17 km/h","50%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680688181-1376","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","21:00","Despejado","21°","22 km/h","53%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
